label_id,council_districts,method,matched
9b57a2551931,50,park,Dyker Beach Park
5b05a5b63003,38,park,Leif Ericson Park
9c9dbeb8168f,38,park,Leif Ericson Park
1e0079199ea7,47,park,Russell Pedersen Playground
f469f071a2c8,50,park,Dyker Beach Park
7e4738080268,50,park,Dyker Beach Park
5dc6f3750c64,47,park,Bath Beach Park
3747dd323184,47,park,Bensonhurst Park
2c5fca16c8d4,38,park,Benson Playground
aa8ee77b62a3,48,park,Manhattan Beach Park
d07faf302af6,48,park,Manhattan Beach Park
8dc480f4f9b8,41,park,Van Dyke Playground
7e57e857ceef,41,park,South Pacific Playground
e45b523faf76,45,park,Paerdegat Park
a9213d35f069,46,park,Marine Park
7ce5436954cc,22,park,Whitey Ford Field
5db8c510c147,22,park,Astoria Park
1c881a6fa7e1,22,park,Steinway Playground
5578e5a2088f,22,park,Astoria Park
b2de8e274d0e,26,park,Queensbridge Park
e47bf9a49d47,22,park,Rainey Park
f30ee7a1558b,22,park,Astoria Park
4941e4fd2770,22,park,Astoria Park
09e322f98beb,22,park,Socrates Sculpture Park
3f53cf77f328,21,park,Veterans Plaza
8fbd2f95a5ee,25,park,Northern Playground
11465546d1ab,21,park,Flushing Meadows Corona Park
9bc188003ac5,21,park,Flushing Meadows Corona Park
12207b61e20e,21,park,Park Of The Americas
8ffb06347fbb,21,park,Corona Plaza
4453b08a31d9,25,park,Nine Heroes Plaza
5988344fc86f,21,park,Flushing Meadows Corona Park
735e87da3355,21,park,William F Moore Park
c8efa3045215,21,park,Corona Plaza
ad06eb62a774,32,park,Highland Park
88b355ad2f28,30,park,Benninger Playground
d501bb61060e,30,park,Rosemary's Playground
b0f696631388,30,park,Juniper Valley Park
a5fd9c6f67ed,32,park,Forest Park
df9ff32053ed,30,park,Evergreen Park
cddfc32b6cb1,34,park,Starr Playground
9b717e06e4d6,19,park,Harvey Park
c9d94d3d8282,19,park,Little Bay Park
6307c0b09068,24,park,Captain Tilly Park
459717ae6467,20|24,park,Flushing Meadows Corona Park
9165bc46ea52,24,park,Freedom Square Playground
39f3cc0321d2,29|32,park,Forest Park
b5d8594058d2,29|32,park,Forest Park
59c6d6989ef4,23,park,Grand Central Parkway
ee783227926a,19|23,park,Cross Island Parkway
887149dc3966,28,park,Baisley Pond Park
5c4949d1d513,28,park,Baisley Pond Park
e16ca54ab2c0,27,park,Haggerty Park
ff97be8c6c0e,27,park,Haggerty Park
4fc9249083e3,31,park,Idlewild Park
986e50d22098,32,park,Rockaway Beach
d39780631ff4,32,park,Rockaway Beach
f9fab80f52c3,1,park,City Hall Park
7fbf0123070e,1,park,City Hall Park
6cc6823656aa,1,park,Battery Park City
45f23cc36789,1,park,Duane Park
a0784c769e61,1,park,Battery Park City
3ae4449bf368,1,park,DeSalvio Playground
63edf5402cf3,1,park,Columbus Park
5f60de42707a,2,park,Baruch Playground
f7b88e578bb2,1,park,Kimlau Square
e2e199a1e734,1,park,ABC Playground
33c57f6a711a,1,park,Corlears Hook Park
32a13e2a40c5,1,park,Seward Park
b3ebb4eb597b,1,park,Seward Park
dce94f51af09,3,park,Gutenberg Playground
58221959a3d9,3,park,McCaffrey Playground
0d532b2f6532,3,park,Bella Abzug Park
122ebe1e59fb,3,park,Mathews-Palmer Playground
5b61413d146d,3,park,Worth Square
316f6fc8aadc,4,park,Herald Square
6cc9a5d30865,2,park,Bellevue South Park
d0e6d29e3553,4,park,Constance Baker Motley Recreation Center
a76d1245d808,2,park,Peter's Field
2d1b126f2dda,4,park,Murphy Brothers Playground
9e1c4ab2bafb,4,park,Murphy Brothers Playground
41e55f51141e,7,park,Frederick Douglass Playground
5e2082fd358a,6,park,Riverside Park South
5b857fa8962f,6|7,park,Riverside Park
235e4f6c61ea,6|7,park,Riverside Park
88a424f1d912,6,park,Gertrude Ederle Recreation Center
3e5ff3d164c0,6|7,park,Riverside Park
86f1a4603e47,6,park,Central Park
e51d5ab560e8,6|7,park,Riverside Park
d8c78b13a574,6,park,Central Park
64fa61b9caa5,6|7,park,Riverside Park
e4495ec0ea85,6,park,Central Park
f5daa1801936,9,park,St. Nicholas Park
581270149e3c,7,park,West Harlem Piers
f566ac54fe98,7,park,Morningside Park
cac3ba4575cb,9,park,A Philip Randolph Square
d26cdf75b65c,9,park,A Philip Randolph Square
ca15c0fce5e9,9,park,Jackie Robinson Park
ac7676d3b793,9,park,William McCray Playground
fe98260aa950,9,park,Renaissance Playground
fcdd9a2bc51b,9,park,Hansborough Recreation Center
0b677bbf6297,9,park,Jackie Robinson Park
24585277bde5,9,park,St. Nicholas Playground South
639c4a5be326,9,park,Fred Samuel Playground
04d93bbd5d8c,9,park,Marcus Garvey Park
1da72517a9df,9,park,Marcus Garvey Park
3d85ae969404,8,park,Peter Minuit Playground
4b9ef58df75c,8,park,Harlem River Park
13bdb9f94dde,8,park,St. Mary's Park
e697ecfc2fd3,15,park,Crotona Park
52e6c70ebb87,16,park,Drew Playground
c4761d84b584,15,park,Crotona Park
7f6f5101881e,15,park,Crotona Park
83fe86dd0803,16,park,Drew Playground
75e36911bc9b,16,park,Claremont Park
ca30e01d3490,16,park,Claremont Park
a362bd5d4bd0,16,park,Claremont Park
33b66bddeb15,14,park,University Woods
060bd69ae8e8,14,park,Aqueduct Walk
2a328811b405,11,park,Williamsbridge Oval
c6409310bb9b,11,park,Williamsbridge Oval
f15aec639b7a,14,park,Devoe Park
b307cfb3c3a4,14,park,Devoe Park
5965e1d036a9,14,park,Devoe Park
cb1551fbecb8,11,park,Williamsbridge Oval
ac409a8898f8,11,park,Williamsbridge Oval
86fd94e53de7,11,park,Mosholu Parkway
53b5b568e472,11,park,Bailey Playground
d623d42e2c8e,11,park,Van Cortlandt Park
d283e1f9068b,11,park,Ewen Park
68de27c7a77e,11,park,Van Cortlandt Park
602ba8e430f8,11,park,Henry Hudson Park
81aa2ec57f5e,11,park,Van Cortlandt Park
81ced96e55ff,11,park,Van Cortlandt Park
a400933219e5,11,park,Van Cortlandt Park
2f93d224fd48,11,park,Jerome Park
0cc4da61d350,11,park,Jerome Park
c55926e87577,17,park,Concrete Plant Park
dfaa1e0c8354,18,park,Harding Park
bbc402ef33c9,18,park,Soundview Park
f6c701b7d0ee,18,park,Soundview Park
187880069859,18,park,Harding Park
bc2affbb68c6,13,park,Hart Island
0c56c15520e6,13,park,Hart Island
6a18ba8bff7f,13|15,park,Pelham Parkway
18b697449ea9,33,park,WNYC Transmitter Park
26cf9450e7ff,35,park,University Place
65e527b76a9a,33,park,Walt Whitman Park
b54475e18532,36,park,Herbert Von King Park
c04c9d1a2532,36,park,El Shabazz Playground
a24c1ca79cb1,36,park,Charlie's Place
79a5e6b28f46,36,park,Lafayette Playground
9b2465d63e03,36,park,Kosciuszko Pool
fb1788c2cf14,37,park,Irving Square Park
2cd520a0e2be,42,park,Lion's Pride Playground
4aa8810dd4a9,42,park,Woodruff Playground
9e2428302193,42,park,Pink Playground
7fa8ebadc951,38,park,Sunset Park
5109665ba5ce,38,park,Sunset Park
fc603e96172a,36,park,Brower Park
c9451c34d455,35|41,park,Eastern Parkway
df44af691d4c,35|41,park,Eastern Parkway
3ba947b1fe06,47,park,John Paul Jones Park
ffb16f63b41e,38,park,Leif Ericson Park
bc8a0c19f155,50,park,Dyker Beach Park
4015d20e6327,50,park,Dyker Beach Park
5333b3712936,38,park,Leif Ericson Park
a70cd54d3f5a,47,park,Bensonhurst Park
41ece28a47e5,47,park,Bath Beach Park
52eedbd8276f,47,park,Bath Beach Park
cfb3ef898d7b,47,park,Bensonhurst Park
995eeb463d94,38,park,Benson Playground
d44b61581388,47,park,Bath Playground
72e91a6ba414,44,park,Samuel Goldberg Triangle
3149ddc94d0d,38,park,Garibaldi Playground
bc1c0d988a33,39|40|43|44,park,Ocean Parkway Malls
4d3c7bce6ef3,45,park,Hot Spot Tot Lot
4b9e419b5d82,48,park,Manhattan Beach Park
bfb8f93d9ede,48,park,Bill Brown Playground
1376fc54a94f,48,park,Galapo Playground
79362ea94bf6,48,park,Manhattan Beach Park
0b12c3f16a61,42,park,Livonia Park
dee2a448270f,41,park,Marion Hopkinson Playground
abcc5893bff0,45,park,Paerdegat Park
53c240264f82,45,park,Paerdegat Park
f8ddbebcf3ad,45,park,Paerdegat Park
314ff053d619,46,park,Marine Park
1dcf203888b6,46,park,Canarsie Park
152294a7348e,46,park,Canarsie Park
bd1cdd71d07a,22,park,Ditmars Playground
79d099007a4b,22,park,Astoria Park
1bdc6188ba5c,26,park,Dutch Kills Playground
79071cc39f77,22,park,Astoria Park
b713c00224d2,22,park,Astoria Park
c3d0f9b629a6,22,park,Socrates Sculpture Park
1dabd8a52a0c,26,park,Rafferty Triangle
407f28952cca,26,park,Crosson Green
f5d753c5f428,25,park,Northern Playground
a38d8fbbd4de,21,park,Louis Armstrong Playground
10736ce75bca,25,park,Travers Park
f4b01812ae78,21,park,Flushing Meadows Corona Park
85bc7954254a,25,park,Newtown Playground
ef86a61e3fbe,21,park,Corona Plaza
bc4b2cd9ed7a,21,park,Corona Plaza
7c0645be0911,21,park,Corona Golf Playground
d4228ce90b86,21,park,William F Moore Park
9ce75b775b22,30,park,Benninger Playground
9c353c5d29d8,30,park,Mafera Park
ad38de79a882,30,park,Juniper Valley Park
ff00d80901fc,30,park,Rosemary's Playground
3312458c5938,30,park,Evergreen Park
ff5d08cf7853,30,park,Benninger Playground
0a8ae2039964,32,park,Forest Park
964d4552b56f,29|32,park,Forest Park
28b5658bc561,29|32,park,Jackie Robinson Parkway
50bbb233258b,20,park,Kissena Corridor Park
65192ef1d406,20,park,Kissena Park
26abc755cee6,20|21,park,Flushing Meadows Corona Park
bfb73cb452d9,19,park,Harvey Park
60cb4f49cb14,19,park,Little Bay Park
a4ad328b3b88,19,park,Cross Island Parkway
808e10e49a64,19,park,Cross Island Parkway
a53da759860a,19,park,Little Bay Park
2b81aa6b3898,24,park,Utopia Playground
3f57944a9ffc,29|32,park,Forest Park
619d593ff0af,19|23,park,Cross Island Parkway
77642f434a3a,23,park,Alley Park
4a2e394c4feb,19,park,Crocheron Park
679dfd581ab5,28,park,Baisley Pond Park
21af78f60299,31,park,Brookville Park
efa1d859c7f4,31,park,Springfield Park
d0b6be7c6833,23|27,park,Cross Island Parkway
843c73ccf6ed,32,park,Rockaway Beach
bfbf95c813f1,32,park,Rockaway Beach
4330d0596831,49,park,Lyons Pool
c724207f33ce,50,park,Midland Playground
877ac37204dd,50,park,Old Town Playground
41f096224fd4,1,park,Battery Park City
9effa7b645d5,1,park,City Hall Park
b0dd2768a27b,1,park,Battery Park City
cf533f749d60,1,park,Duane Park
dad57ccd2e65,1,park,City Hall Park
d58344c4f258,1,park,Bowling Green
47297d2ee804,1,park,Battery Park City
47990fc31ab9,1,park,Vesuvio Playground
b286d4ad8347,3,park,Tony Dapolito Recreation Center
ccac8bec22a5,1,park,DeSalvio Playground
7c933424d1c4,2,park,Washington Square Park
42a3a9a6f14a,1,park,Petrosino Square
befc60261e13,3,park,Corporal John A. Seravalli Playground
bee3263dedf4,2,park,Minetta Triangle
c95b9e7c758f,2,park,Tompkins Square Park
1706dd1bdec7,1,park,Columbus Park
f4aa8b6b7bff,2,park,Baruch Playground
da4946fd1431,3,park,Chelsea Park
dac22a03fa09,3,park,Gutenberg Playground
01f6adf6ee64,3,park,Chelsea Park
11ce06e5663c,3,park,Worth Square
cab7359639b7,4,park,Dag Hammarskjold Plaza
90a65a4a8e8b,2,park,Stuyvesant Square
c86f734f8ccd,2,park,Bellevue South Park
c82305c55ef0,4,park,Constance Baker Motley Recreation Center
293cd1891357,4,park,St. Vartan Park
f5a4696569ce,4,park,Ralph Bunche Park
0c8c14d63f69,2,park,Bellevue South Park
20040141980a,4,park,Murphy Brothers Playground
6cabb783d935,7,park,Frederick Douglass Playground
094255e29a8b,6|7,park,Riverside Park
3bbf08b4a3a1,6,park,Central Park
6b7c4216e389,6|7,park,Riverside Park
cd6865fa353f,6|7,park,Riverside Park
c08fb6356501,6,park,Central Park
698c3762ef9c,6|7,park,Riverside Park
e4f81f953887,6,park,Central Park
3e6338890b41,4,park,East River Esplanade
4f468627c687,5,park,John Jay Park
2492537819e6,5,park,Andrew Haswell Green Park
074c846d5f90,5,park,Samuel Seabury Playground
ed21fc7ad89e,5,park,Ruppert Park
8c83a194a485,7,park,Riverside Park
371bfeb6511b,9,park,A Philip Randolph Square
b29f02d34bc9,9,park,Renaissance Playground
a4844ca66119,9,park,Jackie Robinson Park
563de8253fd0,9,park,Fred Samuel Playground
962e4a471c40,9,park,Jackie Robinson Park
d40ebcff521b,9,park,Marcus Garvey Park
90c3b1189943,8,park,Peter Minuit Playground
d857f5748a90,8,park,Peter Minuit Playground
35b5ab143307,10,park,McKenna Square
1f358afb6aee,17,park,North Brother Island
d0c2cba91a7d,17,park,Barretto Point Park
d62b299b6880,16,park,Railroad Park
b275cd8448fd,16,park,Drew Playground
7a4bb60c009a,15,park,Crotona Park
5f4aeebba67f,15,park,Crotona Park
85eb9a80481d,15,park,Crotona Park
9fa7a7770049,15,park,Crotona Park
f4a527ed52fe,15,park,Crotona Park
db40f330e8cc,15,park,Bathgate Playground
ceea4a7680e5,11,park,Williamsbridge Oval
8cd478e78d2c,11,park,Williamsbridge Oval
6fb625d9a11c,11,park,Williamsbridge Oval
35d48869bae5,11,park,Williamsbridge Oval
40477acdb443,11,park,Mosholu Parkway
d4b71f0870b6,11,park,Mosholu Parkway
da9b47b8848c,11,park,Mosholu Parkway
96f34748d21e,11,park,Bailey Playground
efe793fb005e,11,park,Van Cortlandt Park
7bb2325ae059,11,park,Henry Hudson Parkway
84ba42fa3fea,11,park,Van Cortlandt Park
a66a12f11425,11,park,Van Cortlandt Park
f83b41ef81a8,11,park,Riverdale Park
59917c0a3a86,11,park,Henry Hudson Parkway
74664876c762,11,park,Van Cortlandt Park
17225516a4a3,11,park,Jerome Park
b529d1355d73,11,park,Jerome Park
6d62f452501b,11,park,Van Cortlandt Park
a515f0b7d92b,11,park,Jerome Park
8879bdd62ad8,18,park,Soundview Park
4c0782490296,18,park,Harding Park
653d8f3ac2ca,17,park,Starlight Park
b6bf4f467f67,13,park,Pelham Bay Park
e24cd4105092,13,park,Bufano Park
221aa6ff956c,13,park,Bruckner Playground
0628791eadf2,12|13,park,Hutchinson River Parkway
79a8520c2b6b,13,park,Hart Island
6eeff87cfa25,13,park,Ferry Point Park
bc6ea7bdf174,13,park,Bufano Park
f32a9354b53b,13|15,park,Pelham Parkway
437e41e2f35e,13|15,park,Pelham Parkway
60d42a4d8e3d,13|15,park,Pelham Parkway
7a02ddf441b2,13|15,park,Pelham Parkway
5513db3475d4,13|15,park,Pelham Parkway
e69cb5365af8,12|13|15,park,Bronx River Parkway
bc8c170abc35,13|15,park,Pelham Parkway
036acefee663,13|15,park,Pelham Parkway
f60626224fe7,12,park,Seton Falls Park
d9cc6c093655,33,park,WNYC Transmitter Park
755f1ee381c2,33,park,Bushwick Inlet Park
c01cd3d8d396,33,park,McCarren Park
3b5d8f4e2fd2,33,park,Mt. Carmel Triangle
1e22f86c9286,34,park,Cooper Park
5070dc4d8fac,33,park,McCarren Park
96e3d61e7fec,33,park,WNYC Transmitter Park
a4714b875448,33,park,McCarren Park
9aedfd62c9f9,33|35,park,Bridge Park 3
a2cf4940c774,35,park,South Oxford Park
f901cb8ff33a,35,park,Underwood Park
ab8cf340b279,33,park,Walt Whitman Park
1f9a94c2b4a1,35,park,Commodore Barry Park
d435c642b6cc,33,park,Hillside Dog Park
e84fc7126f44,35,park,University Place
38cb5ef8720d,35,park,Fort Greene Park
52de6bcadaed,35,park,Fort Greene Park
f3dcecebca5e,36,park,El Shabazz Playground
000cf9b78427,36,park,Hattie Carthan Playground
10f6faa01f34,36,park,Kosciuszko Pool
4395e1ebfa5a,42,park,Lion's Pride Playground
787f3d261fc5,37,park,Highland Park
aae1c7149268,38,park,Sunset Park
78f882fe8b77,35|41,park,Eastern Parkway
9e2a45661f26,36,park,Brower Park
1c0fdd61bf2a,36,park,Brower Park
d37e4c36c3b1,36,park,Brower Park
e2bf5970ce6e,35,park,James Forten Playground
706390c11350,36,park,Brower Park
ff0b17930811,35|41,park,Eastern Parkway
b038bf2a3d9c,35|41,park,Eastern Parkway
64697229c232,47,park,John Paul Jones Park
1d78fe8642d6,38,park,Leif Ericson Park
ab5887fd4b8e,38,park,Leif Ericson Park
5c048b8ae3e4,38,park,McKinley Park
4a942a2380fe,50,park,Dyker Beach Park
74c4f0902e67,50,park,Dyker Beach Park
22b2d7ba4d51,38,park,Leif Ericson Park
ebfbc1a2c44f,47,park,John J Carty Park
a9408733e911,38,park,Leif Ericson Park
01475c95497d,50,park,Dyker Beach Park
fc8b9d19015b,47,park,Russell Pedersen Playground
f7b5dc68e75d,50,park,Dyker Beach Park
12990e3f97fd,50,park,Dyker Beach Park
64fd96a4a21a,50,park,Dyker Beach Park
b0b6d2d72682,50,park,Dyker Beach Park
3b62d666ac41,47,park,American Veterans Memorial Pier
0f48c9dbbe67,47,park,Bensonhurst Park
d987da93986e,38,park,Garibaldi Playground
0ff8cb113148,47,park,Bensonhurst Park
fb54510071a2,47,park,Bath Playground
7e9821772fa1,39|40|43|44,park,Ocean Parkway Malls
7f4ca72448ea,43,park,Rappaport Playground
e9398f78e5b4,47,park,Kaiser Park
c04f653b2b57,47,park,Kaiser Park
39deb85be110,40,park,Flatbush African Burial Ground
06b4f7f8732c,45,park,Hot Spot Tot Lot
4f03ff530460,48,park,Bill Brown Playground
7a19ddb0c20b,48,park,Galapo Playground
48574283f4e3,48,park,Corporal Wiltshire Square
e9b9eba7efbd,41,park,Van Dyke Playground
17d9cb0a38fe,41,park,South Pacific Playground
c19c335afc0d,42,park,Livonia Park
8bc50bed3a98,46,park,Canarsie Park
8300fb9aacba,22,park,Socrates Sculpture Park
708c8571544e,22,park,Woodtree Playground
f54ec3ab5d89,22,park,Whitey Ford Field
96fa1b21d9f7,22,park,Ditmars Playground
5dbe63319175,22,park,Astoria Park
b7ae8f0b34a9,22,park,Whitey Ford Field
7757278acaa4,22,park,Astoria Park
9d5f1e6bd93e,22,park,Sean's Place
e2236a07ea84,22,park,Whitey Ford Field
ef71d03abac0,22,park,Astoria Park
ba4b6350c9c3,22,park,Astoria Park
aaacd21c53c7,26,park,Court Square Park
83956811279f,26,park,Crosson Green
16c59c61257e,25,park,Northern Playground
955738d19449,25,park,Travers Park
f9641bf1d710,21,park,Corona Plaza
6e60fae70559,21,park,Triangle 90
53bb9f468bec,25,park,Middleburgh Triangle
1084af00f4f2,21,park,Corona Plaza
d453cd889212,21,park,Flushing Meadows Corona Park
684b5d7b81a9,25,park,Dunningham Triangle
befe7b0b73e0,21,park,Corona Plaza
af9274197eb5,30,park,Mafera Park
a9ada6c41ebb,32,park,Highland Park
f1df65515a7c,30,park,Benninger Playground
fd0a9c183717,32,park,Forest Park
cafc87744ebe,30,park,Rosemary's Playground
12a4bede2321,30,park,Juniper Valley Park
820848b4abda,30,park,Evergreen Park
be53984cf891,30,park,Benninger Playground
a064f953e9de,30,park,Juniper Valley Park
3009e5b4897d,30,park,Juniper Valley Park
dec2277aef65,32,park,Forest Park
3b91147a4dc5,29|32,park,Forest Park
8792041614b7,24,park,Horace Harding Playground
8586f84451fd,20,park,Kissena Corridor Park
45962203b92c,20,park,Kissena Park
4fac3313fb95,20|21,park,Flushing Meadows Corona Park
50da8c4a0609,19,park,College Point Fields
914a01fd87e6,19,park,Harvey Park
91949f161ecb,19,park,Little Bay Park
93e5e983057f,19,park,Cross Island Parkway
42ea44aa5a05,19,park,Cross Island Parkway
0cec387ce6f4,24,park,Captain Tilly Park
9ede00ed489e,24,park,Vleigh Playground
b5e3d70e6aa3,24,park,Utopia Playground
4dbd50453640,23,park,Cunningham Park
606ab17e609a,32,park,London Planetree Playground
ffae5ca52fe6,29|32,park,Forest Park
faae3f2564b3,23,park,Alley Park
71a1c89b59ee,31,park,Brookville Park
73ef08512440,31,park,Rockaway Community Park
843ab01316f5,51,park,Lemon Creek Park
043e3156c938,51,park,Lemon Creek Park
b3fa8786ae06,51,park,Seaside Wildlife Nature Park
277f636ad6bb,1,park,City Hall Park
226005875a30,1,park,The Battery
5a2c437c03a5,1,park,Bowling Green
ce42ab2302d8,1,park,Peck Slip
b7e7d51b30fc,1,park,Battery Park City
40dcb1b01ce2,1,park,Battery Park City
4f424a4df855,1,park,Battery Park City
a4141c134059,1,park,Vesuvio Playground
2bb1540e278a,2,park,Washington Square Park
5485e60c3895,3,park,Tony Dapolito Recreation Center
e7af3ec2195a,1,park,Petrosino Square
0ae2b512ed2d,2,park,Minetta Playground
b8625a19038c,2,park,Washington Square Park
6a71a35ca059,2,park,Washington Square Park
decc119048ec,1,park,Pier 42
cb58eea096a2,1,park,ABC Playground
2721d3bdd9dd,1,park,Corlears Hook Park
14c6e70b89dd,1,park,Seward Park
5657a025021f,1,park,Seward Park
d7f6f63c777c,2,park,Baruch Playground
c116c94d45bb,1,park,Kimlau Square
d116192b3686,3,park,Penn South Playground
3518476dcc7d,3,park,Penn South Playground
831641bbb7cd,3,park,Chelsea Park
1c482814de93,3,park,Chelsea Park
524f0c2620d5,3,park,Mathews-Palmer Playground
47622a538fcc,4,park,Dag Hammarskjold Plaza
938e79d77abb,2,park,Stuyvesant Square
35983bd80a3b,2,park,Stuyvesant Square
9db9a60a713f,4,park,St. Vartan Park
7baa096e612f,4,park,Murphy Brothers Playground
101f7b024d47,6|7,park,Riverside Park
3e63e7918aab,4,park,East River Esplanade
75ffbe39e6d6,5,park,Carl Schurz Park
8b978d39c498,8,park,Stanley Isaacs Playground
0a4585a628e2,5,park,Ruppert Park
b23c1cdc8f7c,7,park,Riverside Park
36541d44f0a0,7,park,Montefiore Square
2f4df0bf939d,9,park,Jackie Robinson Park
06670e48b103,9,park,Jackie Robinson Park
8292c522266b,9,park,Fred Samuel Playground
d66f3dd41afa,8,park,Thomas Jefferson Park
907244e0daa5,9,park,Marcus Garvey Park
86df337e1f9d,8,park,Peter Minuit Playground
2df819be106d,8,park,Mae Grant Playground
be2e10bf2c28,8,park,Blake Hobbs Playground
e1639b87ca35,8,park,Cherry Tree Park
bb0bf6680421,8,park,Alice Kornegay Triangle
d47aad3677a0,9,park,Eugene McCabe Field
512112544f49,8,park,Wagner Playground
35f70ad750a5,10,park,Inwood Hill Park
8ab1e743b418,10,park,Inwood Hill Park
19763b03aa99,10,park,Bennett Park
5e257c651c89,17,park,Printers Park
8f218f253d9d,15,park,Crotona Park
e8a1e3d646e3,14,park,Devoe Park
0ffdb8ae669e,11,park,Williamsbridge Oval
cbe7221c4f19,11,park,Williamsbridge Oval
78ad2bd71f5b,11,park,Williamsbridge Oval
44c859825253,11,park,Mosholu Parkway
b4532df9cc94,11,park,Williamsbridge Oval
8ed0308e6892,11,park,Williamsbridge Oval
757ce769a9ad,11,park,Mosholu Playground
154c94ab5a37,11,park,Bailey Playground
c0edcf4a5473,11,park,Van Cortlandt Park
5794a5b11c9b,11,park,Henry Hudson Parkway
c783737778af,14,park,Kingsbridge Heights Community Center
27218eb4e833,10|11,park,Marble Hill Playground
2e5c6f29650b,11,park,Brust Park
507d94a6e54b,11,park,Fort Independence Playground
6387f618e380,11,park,Van Cortlandt Park
bfb838e7d1d2,11,park,Van Cortlandt Park
5066e91b521a,11,park,Henry Hudson Parkway
0e251751cc5a,11,park,Riverdale Park
a27728b649e4,11,park,Jerome Park
d9040e54226b,11,park,Van Cortlandt Park
0de525fce3b3,11,park,Van Cortlandt Park
0db9202018f2,11,park,Van Cortlandt Park
058737b8a07b,11,park,Henry Hudson Park
563c931ab7bd,17|18,park,Bronx River Parkway
adc8a8caf5ed,18,park,Soundview Park
3b041ec41ddd,13,park,Pelham Bay Park
c330bd61b42c,13,park,Pelham Bay Park
69ffe4fbcbad,13,park,Pelham Bay Park
16abecd7a17a,12,park,Zimmerman Playground
3d0d69128e37,12|13,park,Hutchinson River Parkway
a340fc4efade,13|15,park,Pelham Parkway
eff56a31a937,13|15,park,Pelham Parkway
68845ade3d39,13|15,park,Pelham Parkway
ad4d736ce729,13|15,park,Pelham Parkway
0a2442f8123e,15,park,Bronx Park
462c66faaebe,13,park,Van Nest Park
44f2a7ef57a1,13|15,park,Pelham Parkway
fa14c8a2db45,13|15,park,Pelham Parkway
1cb1b3ed2dc8,13|15,park,Pelham Parkway
f604de8f9bfb,13|15,park,Pelham Parkway
4742f09e5dc0,13|15,park,Pelham Parkway
9a564267c3e4,13|15,park,Pelham Parkway
749b7c5548c9,13|15,park,Pelham Parkway
e010fdd97ec7,15,park,Bronx Park
a8ce65ec9a16,13|15,park,Pelham Parkway
3fcf23e016b8,13|15,park,Pelham Parkway
270882c652c9,15,park,Bronx Park
a7c070897a3c,15,park,Bronx Park
37db4cf364ac,13,park,Van Nest Park
cc4e06f3287b,13|15,park,Pelham Parkway
6cd1682197ba,15,park,Bronx Park
45eca664b1d1,12,park,Seton Falls Park
1745d0220815,33,park,WNYC Transmitter Park
5d67ad2c6400,33,park,McCarren Park
9e57c422b8fd,34,park,Frost Playground
964773a1ced5,33,park,McCarren Park
e55261bf66d9,35,park,Fort Greene Park
9ceb30875832,35,park,Fort Greene Park
a567c99aede6,35,park,Fort Greene Park
7b11d657853f,35,park,Washington Hall Park
b1fc0a4e86d1,41,park,Saratoga Park
8917d22432da,36,park,Kosciuszko Pool
3b401de61b82,42,park,Lion's Pride Playground
d1f1591bece6,36,park,Brower Park
9b0c764d50f7,35|41,park,Eastern Parkway
3e7ee9fc1135,36,park,Brower Park
ea3be9d7c145,35|41,park,Eastern Parkway
d096de6b806f,38,park,Leif Ericson Park
f4fb9d6a83d8,38,park,Leif Ericson Park
5cb7b1d63be6,38,park,Leif Ericson Park
f3db111a788f,38,park,McKinley Park
8b5ed4049e5f,50,park,Dyker Beach Park
d5e31e498ae9,50,park,Dyker Beach Park
6e21c34d74a2,38,park,Leif Ericson Park
eb4fbdc531bf,50,park,Dyker Beach Park
e1d8398aa7fe,50,park,Dyker Beach Park
7edf1d747b8d,43,park,Dan Ross Playground
833f60b7b1d8,50,park,Dyker Beach Park
60c43f154be9,47,park,American Veterans Memorial Pier
d99646c7fb2d,47,park,Bath Beach Park
3724ddbf3b76,38,park,Milestone Park
cc32c0871423,40,park,Flatbush African Burial Ground
eda9fb1ea2f5,40,park,Parade Ground
711aff6ca2fd,45,park,Hot Spot Tot Lot
5fcdb65f2a74,48,park,Bill Brown Playground
8cfcf79256b4,42,park,Railroad Playground
4197e754d587,46,park,Canarsie Park
e1fb8d05225d,46,park,Marine Park
e96be9a41421,22,park,Astoria Park
77d55e65daa3,22,park,Whitey Ford Field
5b68e691dbaa,22,park,Sean's Place
1372c16a13a6,22,park,Astoria Park
3f48cf03d2f5,25,park,Northern Playground
e4cae096d7b1,21,park,Corona Plaza
e68d9a557f18,25,park,Newtown Playground
fbb37df4028a,25,park,Middleburgh Triangle
17dda9d3e264,21,park,Corona Plaza
d9c2e9a539b0,30,park,Elmhurst Park
2610d1dd9ea8,21,park,Josephine Caminiti Playground
205d6290cc36,32,park,Highland Park
f75a58251ee5,30,park,Mafera Park
7d842ba86d94,30,park,Juniper Valley Park
679d3e69f02a,30,park,Benninger Playground
8e3060f43fc3,32,park,Forest Park
01dcd0215d06,30,park,Rosemary's Playground
7d1b487c24a6,30,park,Evergreen Park
69b4f9d74cf3,30,park,Benninger Playground
98f2cf4f66af,30,park,Juniper Valley Park
99b598b5493b,29|32,park,Forest Park
2bbd9e91de52,29,park,Yellowstone Park
c17192c7bde2,20,park,Kissena Corridor Park
1125c0359340,20,park,Kissena Park
d72b5926d466,19,park,College Point Fields
02efc84a491e,19,park,Harvey Park
1dd061586fa2,19,park,Cross Island Parkway
